3gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part7_wordlist_3gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part5_wordlist_3gram
то есть в	2	4
во время пира	2	3
в романе рабле	7	5
в отрыве от	2	2
в эпоху рабле	3	3
гротескной концепции тела	3	2
в четвертой книге	3	3
как мы видели	4	4
в том что	6	3
в доме де	3	2
доме де баше	3	2
в этом отношении	5	2
но в то	5	3
в большинстве случаев	2	2
мы уже говорили	2	3
в третьей книге	2	2
о том как	2	2
в то же	9	9
с точки зрения	2	3
кн iii гл	3	4
можно было бы	2	2
том числе и	2	2
дело в том	2	2
в средние века	2	4
в эпизоде с	4	4
то же время	9	9
в материально-телесном плане	2	2
в том числе	4	4
