3gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part4_wordlist_3gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part8_wordlist_3gram
с начала и	3	3
для того чтобы	2	3
о том что	2	2
в романе рабле	14	8
в эпоху рабле	5	15
по всему роману	2	2
как мы видели	2	2
как мы уже	2	5
и до конца	4	3
в то время	2	2
и т.п в	2	2
в большинстве случаев	6	5
мы уже говорили	7	5
начала и до	3	3
в то же	10	8
в узком смысле	2	2
в своем романе	2	2
с точки зрения	2	2
кн iii гл	2	4
и в то	5	4
с другой стороны	2	3
том числе и	2	2
с одной стороны	2	2
брата жана и	2	2
более или менее	2	3
то же время	10	8
таким образом и	3	3
в том числе	3	3
