3gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part2_wordlist_3gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part3_wordlist_3gram
человека и его	3	2
каждом из них	2	2
на равных правах	2	2
то есть в	2	8
по сравнению с	4	2
о том что	2	3
в зависимости от	2	3
в братьях карамазовых	2	2
в каждом из	3	2
для правильного понимания	2	2
в его творчестве	2	3
в том что	3	4
в преступлении и	2	2
мы уже говорили	2	2
в большинстве случаев	4	2
в то же	5	3
с точки зрения	2	9
в области серьезно-смехового	2	2
можно сказать что	4	2
том числе и	10	2
то есть с	2	2
жизни и смерти	2	7
то же время	5	3
до сих пор	5	2
преступлении и наказании	2	2
в том числе	11	2
