3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part2_wordlist_3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part3_wordlist_3gram
в русской сказке	2	5
в немецких сказках	2	2
мы имеем в	2	5
о том что	2	2
в пермской сказке	6	2
но все же	2	4
в северной сказке	2	2
в лес и	2	4
в сказках типа	4	2
мы уже видели	3	3
мы видим что	4	5
по отношению к	2	3
не что иное	3	2
в этих случаях	7	8
в том что	5	5
к тому же	2	2
в русских сказках	2	2
в вятской сказке	4	4
в этом случае	5	5
с другой стороны	7	2
в некоторых случаях	3	2
мы уже знаем	2	3
с одной стороны	2	3
в немецкой сказке	3	2
и т д	15	18
в связи с	3	4
точно так же	2	6
мы увидим ниже	2	4
что иное как	3	2
случай мы имеем	2	2
в запретном чулане	2	3
до сих пор	5	6
в царство мертвых	2	5
