3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part2_wordlist_3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part6_wordlist_3gram
в русской сказке	6	5
сих пор мы	2	2
после того как	2	2
мы имеем в	4	5
о том что	4	2
но все же	2	4
же мы видим	2	2
мы уже видели	3	3
по отношению к	2	3
уже знаем что	2	2
в том что	5	5
вместе с тем	3	5
не только в	4	4
все же можно	2	2
то же мы	2	2
мы не будем	2	2
в этом случае	6	5
но и в	2	2
с другой стороны	8	2
и в сказке	3	2
можно было бы	2	3
в некоторых случаях	2	2
в царство мертвых	4	5
мы уже знаем	2	3
потому что он	2	2
с одной стороны	7	3
и т д	8	18
точно так же	2	6
не может быть	3	2
случай мы имеем	2	2
на его пути	2	2
до сих пор	4	6
в иное царство	5	4
