2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part5_wordlist_2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part7_wordlist_2gram
и стал	3	2
мы имеем	12	14
связи с	3	8
герой например	3	3
и этим	3	2
эти случаи	7	2
еще один	2	2
никогда не	4	3
что это	6	5
под землей	2	2
так же	6	5
не совсем	2	6
в нем	6	7
его в	3	9
к нему	7	3
об этом	6	2
пребывание в	2	5
это не	10	6
в лесу	2	2
после того	4	3
в свете	3	3
прежде всего	2	6
в ее	2	4
но это	3	7
в форме	2	3
и он	3	6
со стороны	2	2
в данном	4	3
и в	24	25
одна из	7	2
но не	6	5
в русской	5	3
вместе с	7	22
если в	2	3
этих случаях	16	8
в качестве	3	7
она не	2	2
данном случае	3	2
перед нами	2	2
во сне	2	2
и т	17	20
для нас	6	5
другой стороны	8	8
все это	8	4
у него	10	2
знаем что	3	6
связь с	2	8
герой в	2	4
д или	2	2
с этим	2	5
что герой	12	3
уже в	3	2
герой не	3	3
случаях мы	2	2
что мы	3	2
того что	6	2
того как	3	4
точки зрения	4	2
время посвящения	2	2
не менее	5	4
здесь имеем	2	2
ее за	3	2
что он	21	22
показывает что	8	5
их на	2	2
после этого	3	2
так что	3	2
что при	2	3
тем не	4	4
в преисподнюю	2	4
но для	2	2
здесь можно	2	2
в иной	2	7
не ясно	2	3
во всем	2	2
то же	8	4
огонь и	2	3
в различных	3	2
к этому	2	2
как бы	4	2
и герой	3	2
представляет собой	4	7
сих пор	3	2
что в	13	8
время боя	3	3
оказывается что	2	2
уже не	2	11
в этом	12	10
представления о	4	3
видим что	3	5
в мифе	2	7
не всегда	4	4
героя и	5	3
того же	2	2
в обряде	3	5
нет необходимости	2	3
с одной	5	7
к сказке	2	3
совершенно ясно	4	4
этого мотива	5	8
еще не	8	8
связанные с	2	2
в то	2	3
т е	16	16
они не	2	3
так как	8	11
этой сказки	2	2
за тридевять	5	4
с ней	3	2
и др	2	3
этого обряда	2	3
сюда же	2	3
таким образом	7	9
а в	10	3
эти материалы	2	6
ее в	3	2
он побывал	2	2
этот обряд	2	6
его на	2	4
до сих	2	2
на то	3	2
уже выше	6	2
на том	2	3
что во	2	2
как мы	3	5
а именно	6	4
вопрос о	3	2
вовсе не	4	2
представляют собой	5	3
все эти	2	8
например в	3	5
показывают что	6	3
в других	4	2
ли он	4	2
во всех	7	2
в ином	12	3
не в	9	6
но есть	3	2
тогда когда	3	2
так например	2	2
но все	4	5
со змеем	3	3
сказке о	3	2
мы видим	10	8
или он	3	2
и не	4	11
может быть	14	17
на него	2	8
на ней	3	2
связано с	3	5
мы знаем	2	8
такое же	2	2
которой он	3	2
и все	6	3
мы можем	4	2
о том	9	7
с солнцем	2	3
так в	4	2
это значит	2	2
героя но	2	2
при помощи	3	7
по существу	4	2
аф вар	4	2
в связи	2	4
е в	2	3
что у	4	4
мы должны	4	4
и начал	2	2
что здесь	7	3
только в	6	7
но и	11	13
мы здесь	2	4
образом мы	2	2
в дальнейшем	3	4
аф неи	4	5
ином мире	5	2
из них	2	2
представление о	3	17
в этих	13	6
выше мы	3	2
что и	8	6
как в	12	6
должно было	2	2
то что	7	7
это представление	2	2
мы видели	7	7
т д	16	18
мы увидим	6	5
потому что	9	7
тридевять земель	5	3
в другой	3	3
как и	6	7
в которой	2	4
на коне	2	2
если не	4	4
этот случай	9	3
один из	7	2
в особенности	2	3
в мифах	3	6
и это	2	4
и здесь	12	7
что этот	2	2
говорит о	2	2
с этой	6	2
в материалах	2	2
он на	2	2
и его	3	9
в сказках	4	2
в целях	2	3
когда он	3	2
материалы показывают	3	3
него и	3	5
русская сказка	3	6
не может	14	6
он не	6	4
неи эти	2	2
русской сказке	5	4
в образе	3	5
и она	3	3
когда герой	4	4
с ним	5	4
не только	21	13
том что	10	8
мы уже	4	4
что за	3	2
и тем	2	4
во время	6	7
на себя	2	3
попадает в	2	2
не знал	2	2
тем что	6	10
а не	8	2
же как	4	4
мы не	4	5
раньше чем	3	4
это происходит	3	2
то это	5	3
дает ему	2	3
и на	2	8
в основном	2	4
можно найти	2	2
очень ясно	2	2
после смерти	3	3
что его	2	3
эта связь	3	2
том чтобы	3	2
этот мотив	3	6
или в	8	6
он может	4	2
все его	2	2
ничего не	5	2
но оно	2	3
иной мир	2	6
одной стороны	5	7
по которому	2	3
представление об	5	2
превращается в	3	7
в том	7	6
там где	5	6
иное царство	2	4
в таких	2	3
здесь мы	5	5
в сказке	36	18
и что	10	8
с другой	9	9
тот кто	5	7
но он	2	2
друг друга	2	3
а если	2	2
и по	3	2
сказать что	2	2
все же	9	10
его не	2	3
только после	2	3
