3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part1_wordlist_3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part4_wordlist_3gram
в русской сказке	2	2
с того что	2	3
на то что	3	4
о том что	2	3
но все же	4	3
в иной мир	6	3
на этот вопрос	2	2
в этих случаях	7	2
что в сказке	4	2
в таких случаях	2	2
тем не менее	2	6
то же самое	2	3
выше мы видели	2	2
начинается с того	2	2
в сказке не	2	2
с другой стороны	4	5
и т д.<неи	3	2
в немецкой сказке	2	2
мы увидим что	2	5
в связи с	2	3
точно так же	5	3
и т д	24	22
не может быть	4	7
не в силу	2	3
так же как	12	2
до сих пор	5	5
в иное царство	6	4
мы видели что	3	2
