3gram	Potebnia_Myslijsyk_partition_part4_wordlist_3gram	Potebnia_Myslijsyk_partition_part2_wordlist_3gram
после того как	2	2
то что в	2	2
на то что	3	4
во всяком случае	7	3
не в состоянии	4	2
для того чтобы	2	4
по мере того	4	4
сам по себе	4	4
можно думать что	2	2
только потому что	2	2
что если бы	2	2
на самом деле	2	3
не в том	2	2
по крайней мере	5	5
мы не можем	3	3
то и другое	4	2
в том что	7	7
не могут быть	3	2
от того что	4	3
между тем как	2	2
в таком случае	2	2
подобно тому как	4	2
в то же	2	3
сами по себе	7	2
что в слове	2	2
и проч но	2	2
тем не менее	5	4
а между тем	4	4
только тогда когда	2	4
и т п	3	4
само по себе	2	5
и т д	3	3
заключает в себе	4	8
не может быть	2	5
но тем не	3	2
в том смысле	4	2
то же время	2	3
до сих пор	4	4
мере того как	4	4
