2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part7_wordlist_2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part1_wordlist_2gram
не так	2	2
в действительности	2	2
мы имеем	13	12
связи с	4	3
что такое	2	2
и этим	2	3
что царь	2	3
еще один	2	2
никогда не	14	4
что это	8	6
своего отца	2	4
так же	7	6
не совсем	3	2
в нем	2	6
его в	6	3
так и	9	5
об этом	4	6
что она	5	5
в лесу	8	2
это не	7	10
в свете	2	3
прежде всего	10	2
в ее	2	2
но это	4	3
в форме	3	2
задача может	2	2
со стороны	2	2
и он	3	3
и в	28	24
одна из	2	7
в брак	2	4
но не	5	6
в русской	2	5
не можем	3	2
вместе с	6	7
в силу	5	2
этих случаях	2	16
тот же	2	2
в качестве	5	3
царя и	2	2
и т	25	17
перед нами	3	2
для нас	13	6
должен был	3	2
здесь не	4	2
другой стороны	5	8
все это	4	8
при этом	3	4
тоже не	2	3
связь с	4	2
этот вопрос	7	2
и другие	4	9
с этим	4	2
что герой	9	12
по его	2	2
сказка сохранила	9	2
что мы	7	3
того что	4	6
первый взгляд	2	4
того как	3	3
не все	4	3
не менее	6	5
начинается с	3	4
что он	10	21
показывает что	3	8
так что	4	3
тем не	6	4
на первый	2	4
всенародный клич	2	2
возвращается с	2	2
сказка здесь	2	3
здесь можно	2	2
в иной	4	2
вступает в	2	3
что они	5	3
во всем	3	2
то же	12	8
и тот	2	2
к этому	2	2
как бы	2	4
представляет собой	4	4
сих пор	5	3
что в	12	13
во многих	2	2
уже не	3	2
в этом	8	12
представления о	3	4
не содержит	2	2
видим что	9	3
в мифе	2	2
не всегда	8	4
в обряде	3	3
нет необходимости	2	2
с одной	4	5
к сказке	3	2
золотой ветви	3	2
он в	2	2
в их	3	4
с героем	2	2
этого мотива	2	5
еще не	7	8
связанные с	2	2
в то	3	2
она его	2	3
т е	10	16
они не	4	2
видно что	6	5
так как	6	8
в тех	2	5
очень много	3	2
за тридевять	2	5
было бы	7	2
еще одна	2	3
с ней	2	3
другими словами	4	2
с того	3	4
и др	7	2
этого обряда	5	2
таким образом	8	7
есть еще	2	2
а в	7	10
трудные задачи	2	13
эти материалы	2	2
восходит к	5	2
случаи когда	3	2
ее в	5	3
этот обряд	2	2
до сих	5	2
на то	4	3
по этому	2	2
как мы	3	3
вопрос о	5	3
то и	2	4
а именно	4	6
вовсе не	2	4
представляют собой	6	5
на вопрос	2	4
это положение	2	2
например в	5	3
все эти	4	2
показывают что	5	6
к ним	4	2
ли он	3	4
не могут	2	2
точно так	3	2
как это	3	2
во всех	2	7
не в	9	9
должны быть	4	3
тогда когда	2	3
так например	6	2
но все	4	4
мы видим	11	10
и не	9	4
всех этих	2	6
может быть	25	14
и другое	2	2
на него	4	2
связано с	2	3
мы знаем	4	2
конечно не	2	2
о том	9	9
так в	4	4
или даже	3	2
их не	2	2
при помощи	2	3
по существу	5	4
в связи	4	2
герой должен	2	6
в тридесятое	2	4
мы должны	13	4
не вполне	2	3
что здесь	5	7
только в	11	6
не просто	3	2
и когда	2	2
но и	10	11
что не	2	2
в дальнейшем	5	3
первоначальная основа	2	2
там же	2	2
образом мы	2	2
дело не	5	5
не по	2	2
мы здесь	3	2
то время	3	2
из них	3	2
как он	2	6
исторические корни	2	2
выше мы	3	3
в этих	7	13
как в	2	12
что и	6	8
сказка дает	2	2
то что	9	7
это представление	2	2
увидим что	5	2
мы видели	2	7
мы увидим	10	6
потому что	4	9
тридевять земель	2	5
нас не	3	2
в американских	2	2
как и	4	6
право на	2	5
т д	22	16
ответ на	2	6
один из	4	7
в особенности	2	2
тому кто	2	2
и здесь	7	12
что этот	2	2
говорит о	2	2
материалы показывают	2	3
и его	3	3
когда он	6	3
в целях	3	2
русская сказка	3	3
не может	15	14
он не	2	6
русской сказке	2	5
в образе	3	3
и она	2	3
и если	2	3
с ним	2	5
не только	12	21
том что	7	10
этого обычая	3	4
одной из	2	4
и тем	2	2
во время	3	6
на этот	2	2
попадает в	5	2
тем что	3	6
а не	15	8
же как	2	4
раньше чем	4	3
мы не	10	4
и даже	4	3
должны были	2	3
то это	3	5
это происходит	2	3
и на	4	2
в основном	2	2
неи здесь	2	3
такие случаи	2	2
в котором	3	2
для объяснения	2	3
том чтобы	2	3
или в	5	8
ничего не	2	5
но оно	4	2
иной мир	3	2
но они	2	3
в основе	4	2
одной стороны	4	5
там где	4	5
превращается в	4	3
в том	9	7
об этой	2	2
иное царство	6	2
но в	8	5
в таких	2	2
здесь мы	7	5
что сказка	10	4
это конечно	3	2
в сказке	44	36
и что	10	10
и от	2	2
с другой	6	9
время как	3	2
и по	3	3
сказать что	5	2
все же	10	9
