3gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part4_wordlist_3gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part2_wordlist_3gram
той или иной	3	2
то есть в	8	4
мы имеем в	2	3
о том что	3	2
друг друга но	2	2
сама по себе	5	2
о себе самом	3	3
в братьях карамазовых	2	2
в свое время	2	2
друг в друге	3	2
друг с другом	2	5
имеем в виду	2	3
по отношению к	8	5
в том что	4	2
в преступлении и	2	2
но в то	3	2
в большинстве случаев	2	8
в самом деле	3	4
в романах достоевского	5	4
в то же	3	5
с точки зрения	9	9
отражаются друг в	2	2
это вовсе не	2	2
можно сказать что	2	2
том числе и	2	3
как бы в	2	3
как мы сказали	3	3
в одной плоскости	4	2
не может быть	6	8
и не может	2	7
в этом смысле	5	2
то же время	3	5
до сих пор	2	8
в произведениях достоевского	3	2
преступлении и наказании	2	2
в том числе	2	4
