3gram	Losev_DialektikaMifa_partition_part1_wordlist_3gram	Losev_DialektikaMifa_partition_part2_wordlist_3gram
одно и то	4	4
той или другой	3	4
не значит что	3	3
во всяком случае	2	2
и стало быть	4	2
в каком случае	2	4
о том что	4	2
сам по себе	3	6
сама по себе	7	8
а потом уже	2	2
по крайней мере	9	4
та или иная	2	3
и в частности	2	2
в том что	6	7
не есть ни	6	6
ни в каком	3	8
или по крайней	2	2
то или иное	4	2
не нуждается в	3	3
д и т	2	2
одна и та	4	2
и та же	4	2
в то же	3	4
только то что	4	3
содержит в себе	3	3
с точки зрения	8	12
это значит что	8	9
иметь в виду	2	3
внутреннего и внешнего	2	6
тех или других	2	2
можно сказать что	3	3
с другой стороны	4	4
и т п	2	2
само по себе	2	5
потому что он	2	3
т д и	2	2
и т д	15	19
не может быть	3	3
по себе не	3	5
может быть и	3	3
более или менее	2	3
то же время	4	4
до сих пор	2	2
и то же	4	4
что в нем	2	3
миф не есть	19	11
