3gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part2_wordlist_3gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part6_wordlist_3gram
о том что	5	3
нужно сказать что	2	3
кн ii гл	7	2
в другом месте	4	2
или меньшей степени	2	3
в эпоху рабле	5	4
в большей или	3	3
большей или меньшей	3	3
народной смеховой культуры	2	7
как мы уже	6	3
в этом отношении	3	3
мы уже говорили	11	5
в то же	5	6
с точки зрения	2	5
но и в	2	4
сих пор еще	3	2
с другой стороны	2	3
с одной стороны	4	3
в средние века	4	8
в xvii веке	2	10
жизни и смерти	2	5
вполне понятно что	2	2
то же время	5	6
до сих пор	3	4
