3gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part5_wordlist_3gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part4_wordlist_3gram
пир на весь	3	2
в известной мере	3	2
то есть в	2	2
во время пира	2	2
для того чтобы	3	6
в романе рабле	8	7
нужно сказать что	2	2
в эпоху рабле	15	3
как мы видели	2	4
но вернемся к	2	2
доме де баше	3	3
в доме де	3	3
в то время	2	2
в большинстве случаев	5	2
на весь мир	5	3
мы уже говорили	5	2
в то же	8	9
с точки зрения	2	2
кн iii гл	4	3
том числе и	2	2
кн i гл	5	2
то же время	8	9
в материально-телесном плане	2	2
в том числе	3	4
