3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part4_wordlist_3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part3_wordlist_3gram
в русской сказке	2	2
мы имеем в	2	2
свете этих материалов	2	2
о том что	2	2
и то что	2	5
но все же	2	4
в этих случаях	7	7
не что иное	3	3
как мы видели	5	3
в сказке о	3	3
что в сказке	3	4
сказка не сохранила	2	2
мы видели что	3	3
в русских сказках	2	2
тем не менее	5	2
в этом случае	5	3
выше мы видели	3	2
в данном случае	3	3
в одной сказке	2	2
с другой стороны	7	4
в некоторых случаях	3	3
в немецкой сказке	3	2
и т д	15	24
в связи с	3	2
точно так же	2	5
что иное как	3	3
до сих пор	5	5
в свете этих	2	2
