2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part3_wordlist_2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part5_wordlist_2gram
между тем	4	2
никогда не	4	2
как будто	4	2
что это	4	2
наконец в	4	2
в нем	16	10
его в	4	2
так и	8	6
с чертом	2	2
в своей	4	3
это не	3	6
для достоевского	2	3
с точки	2	2
прежде всего	12	15
в ее	3	3
говорить о	3	2
в форме	3	6
но это	6	3
в одной	3	2
не о	4	2
и в	35	53
но не	6	5
вместе с	2	2
то есть	16	48
тот же	4	2
отношение к	6	6
и так	4	3
мне все	3	2
все это	14	8
при этом	2	3
здесь еще	2	2
мире и	2	2
времени и	2	2
именно тем	2	2
с этим	3	2
и с	12	6
уже в	3	2
б я	2	2
да и	5	2
самого начала	8	4
точки зрения	7	4
не менее	2	3
что он	24	4
так сказать	2	5
не знает	6	4
в большинстве	2	4
из подполья	35	5
во всем	4	2
и отчасти	2	2
то же	15	6
как бы	31	14
на протяжении	5	5
что в	6	2
произведениях достоевского	2	3
если б	3	7
творчестве достоевского	7	5
в этом	14	8
мы остановимся	3	2
братьях карамазовых	3	2
в жизни	2	8
здесь в	2	10
он в	4	2
той же	2	5
в мире	4	5
еще не	7	5
в то	11	5
всей своей	2	2
и для	8	4
и вообще	2	3
так как	4	7
и у	4	7
с другими	2	3
было бы	3	5
к самому	5	4
в самом	6	2
смысле этого	2	2
быть и	2	2
и прежде	4	6
таким образом	7	6
а в	7	2
и тон	3	2
у достоевского	12	17
мне не	2	2
своего рода	2	3
вовсе не	7	3
и т.п	6	31
в творчестве	4	8
что я	13	2
как мы	8	5
и т.д	3	2
например в	2	5
все эти	3	9
нет ни	2	2
достоевского в	3	3
во всех	3	12
по своему	4	6
не в	10	2
конечно в	2	2
себе самому	18	6
и не	27	15
может быть	14	12
для других	3	2
себя самого	7	3
а между	3	2
и наконец	7	2
конечно не	2	4
даже и	3	2
большинстве случаев	2	4
к себе	18	6
мы можем	2	5
о себе	17	2
настасьи филипповны	7	2
и все	15	10
о том	2	2
и во	3	4
и к	12	5
с самого	8	3
я не	8	4
а я	10	2
в себе	5	5
мы должны	3	4
ивана карамазова	4	4
и пусть	2	2
и без	4	3
только в	6	4
себя и	8	2
но и	14	7
в дальнейшем	2	7
уже говорили	5	2
над собой	4	2
сказать что	3	10
из них	3	4
как он	2	2
этих двух	2	2
в этих	2	5
что и	3	3
как в	5	7
слово в	2	2
то что	10	9
как и	18	11
мы видели	2	2
потому что	8	5
достоевского и	2	6
и мысли	3	2
в которой	2	2
в каждом	6	4
в последующем	3	2
и это	5	3
в братьях	3	2
слова и	11	3
говорит о	2	2
диалога с	3	2
не могу	3	3
он сам	6	4
и его	14	10
это было	2	3
не может	18	2
он не	13	3
в его	21	8
в той	4	2
с ним	7	2
к другим	2	2
с его	7	2
не только	10	4
том что	3	5
с самим	15	5
со всеми	3	8
а затем	2	4
одной из	2	4
в них	4	2
тем что	4	2
а не	4	11
их в	2	2
хотя и	2	4
и даже	5	2
в ней	2	7
же время	10	5
и на	6	18
в рассказе	2	2
героев достоевского	3	2
самим собою	9	4
по своей	2	9
особенно в	2	4
по отношению	6	2
в конце	5	3
хотя бы	2	2
него он	2	2
ничего не	3	6
все его	4	2
в начале	3	2
тому же	3	2
в том	5	14
в эту	4	3
но в	19	5
на его	4	3
с другой	4	2
от него	6	3
и от	3	3
но он	4	2
в сущности	14	10
и по	2	3
все равно	2	4
мы уже	8	5
человек и	4	2
к одному	3	2
