2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part5_wordlist_2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part2_wordlist_2gram
голову и	2	2
мы имеем	15	14
связи с	8	8
такой же	2	2
в античности	3	2
эти случаи	4	2
наряду с	6	4
никогда не	15	3
по мере	3	2
что это	6	5
так же	13	5
не совсем	3	6
в нем	7	7
видели что	3	2
только у	2	2
мальчиков и	2	2
его в	10	9
к нему	5	3
об этом	11	2
это не	2	6
в лесу	15	2
после того	3	3
в свете	2	3
прежде всего	5	6
из него	2	2
но это	4	7
и в	15	25
одна из	2	2
но не	2	5
в русской	5	3
вместе с	7	22
в избушке	9	2
этих случаях	10	8
сказке в	3	5
в качестве	3	7
она не	5	2
перед нами	2	2
и т	19	20
при обряде	2	2
для нас	4	5
также что	2	3
он делает	2	2
другой стороны	2	8
все это	3	4
у него	4	2
знаем что	12	6
живет в	2	5
неи этот	3	2
связан с	5	2
герой в	3	4
связь с	4	8
в царство	7	3
с этим	5	5
и с	4	3
что герой	5	3
уже в	2	2
что мы	3	2
того что	3	2
того как	4	4
здесь имеем	3	2
ее за	2	2
что он	24	22
показывает что	4	5
после этого	4	2
так что	6	2
что при	5	3
в америке	2	4
или на	4	2
здесь можно	5	2
в иной	5	7
с тем	9	8
то же	10	4
как бы	6	2
и герой	2	2
в иное	5	5
представляет собой	5	7
он взял	2	2
сих пор	7	2
что в	12	8
оказывается что	2	2
в которых	2	3
в этом	11	10
представления о	5	3
некоторое время	2	2
в нее	2	6
роль в	3	2
его и	4	2
видим что	5	5
в мифе	2	7
магические способности	3	4
в обряде	7	5
представляли собой	2	2
нет необходимости	2	3
с одной	4	7
к сказке	2	3
совершенно ясно	2	4
этого мотива	5	8
еще не	9	8
и для	2	2
т е	29	16
этом случае	5	7
они не	4	3
так как	14	11
с другими	2	4
в него	2	5
и др	4	3
этого обряда	2	3
таким образом	7	9
а в	12	3
перейдем к	2	2
в животное	2	6
ее в	2	2
и вместе	2	2
его на	2	4
до сих	6	2
заупокойном культе	3	2
на нее	2	2
на то	3	2
также не	2	2
вопрос о	4	2
а именно	3	4
неи но	2	2
представляют собой	3	3
все эти	4	8
например в	2	5
бросают в	2	3
в других	3	2
на которой	2	2
показывают что	2	3
все еще	2	4
в некоторых	2	4
он видит	2	4
во всех	2	2
о нем	4	3
увидим ниже	4	3
не в	7	6
но есть	2	2
некоторых случаях	2	2
же можно	3	4
но все	5	5
отношению к	3	2
вид что	2	3
мы видим	8	8
находится в	2	2
царство мертвых	6	2
и не	11	11
встречается в	3	3
или он	3	2
человека в	2	3
может быть	17	17
в себя	3	3
на него	5	8
мы знаем	11	8
и из	2	3
мы можем	8	2
о том	3	7
так в	3	2
у племени	2	2
в этой	4	3
при помощи	2	7
по существу	2	2
на этой	2	4
в связи	5	4
есть на	2	2
мы должны	4	4
что у	2	4
что здесь	4	3
только в	6	7
но и	14	13
не будем	4	5
не описывается	2	3
мы здесь	6	4
того чтобы	2	3
из них	2	2
в обрядах	2	5
представление о	2	17
в этих	11	6
выше мы	3	2
что и	6	6
как в	5	6
новой гвинее	3	2
должно было	3	2
то что	12	7
как и	2	7
мы видели	2	7
т д	18	18
мы увидим	8	5
силу и	3	2
потому что	9	7
в другой	4	3
его не	2	3
в которой	2	4
этот случай	4	3
один из	8	2
в особенности	2	3
в мифах	4	6
и это	3	4
и здесь	9	7
что этот	3	2
и пр	7	3
с обрядом	4	3
и его	3	9
в сказках	8	2
когда он	3	2
самом деле	2	2
в дом	3	2
он не	8	4
не может	5	6
русской сказке	6	4
в его	6	12
и она	3	3
когда герой	2	4
не только	18	13
том что	7	8
мы уже	6	4
а затем	2	7
и они	4	2
во время	2	7
могут быть	2	6
попадает в	5	2
не знал	2	2
тем что	4	10
а не	5	2
же как	5	4
раньше чем	3	4
мы не	3	5
их в	2	3
в ней	4	5
то это	6	3
дает ему	2	3
и на	4	8
в основном	2	4
можно найти	5	2
с животным	2	3
таких случаях	2	2
по отношению	3	2
животное в	2	2
эта связь	3	2
этот мотив	4	6
или в	2	6
ничего не	7	2
иной мир	4	6
временной смерти	4	3
одной стороны	3	7
превращается в	2	7
в том	6	6
книге мертвых	2	2
превращение в	2	2
иное царство	4	4
в таких	2	3
этой стадии	2	3
здесь мы	3	5
в сказке	21	18
и что	6	8
с другой	2	9
тот кто	2	7
но он	4	2
и по	2	2
сказать что	2	2
все же	9	10
с культом	2	2
только после	4	3
