2gram	Vygotskiy_Myshlenieirech_partition_part6_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part7_wordlist_2gram
связи с	4	3
никогда не	4	8
их развития	2	5
так же	14	15
друг другу	3	2
в меру	7	2
к общему	2	2
в данном	5	2
к тому	7	10
для нас	2	2
по сравнению	9	15
у ребенка	9	13
перехода от	4	9
процессы развития	2	2
с этим	2	4
этот период	2	2
самого начала	7	7
точки зрения	28	13
того как	2	5
отношения к	2	3
же самое	5	6
в психологии	2	3
не совпадает	3	2
что они	10	2
в целом	5	3
как бы	6	11
что в	12	17
привело нас	3	4
слова к	5	2
отличается от	3	3
той же	8	4
нас к	6	4
с другими	3	2
иначе как	6	5
было бы	6	9
во второй	5	2
только на	3	2
таким образом	23	18
а в	2	2
форм и	2	2
что если	2	2
очевидно что	3	3
когда ребенок	2	3
речь в	4	2
но только	3	2
отношению к	5	10
точку зрения	2	2
у нас	2	2
значений в	3	3
и другое	3	2
с помощью	13	13
в себе	9	4
которые в	2	4
является не	2	2
только в	8	18
имеет место	4	2
не имеет	2	6
само собой	2	2
в структуру	2	4
сравнению с	8	14
школьного возраста	8	3
и его	12	3
и только	4	3
мы пытались	8	2
до конца	5	3
нечто такое	2	2
не может	11	19
он не	3	7
и теоретически	2	2
могли бы	5	9
по себе	3	3
и тем	6	5
мысли в	9	4
нашего исследования	5	5
тем что	9	8
связи между	5	6
в новой	3	2
и следовательно	5	4
в котором	4	2
мысли и	11	2
в том	18	28
но в	4	5
но он	2	2
все же	6	2
приводит к	4	6
между двумя	3	2
о природе	7	2
относится к	2	4
для ребенка	2	6
по мере	7	3
семантической стороны	2	2
из этого	2	2
его в	2	6
так и	3	6
с точки	21	10
в одной	3	4
и в	26	28
вместе с	12	7
каждой ступени	2	8
оба эти	5	3
отношений общности	2	26
не совпадают	4	4
в качестве	5	4
она не	5	2
в такой	4	2
нас в	2	2
все это	3	2
то в	2	5
представить себе	3	3
в сознании	6	4
перейти к	4	2
что мы	9	11
что он	8	18
показывает что	2	7
этого понятия	2	3
а из	2	2
с несомненностью	2	4
развития как	2	3
нуждается в	3	3
с тем	5	5
детской речи	4	5
развития ребенка	5	4
в этом	29	27
своей природе	4	4
стороны речи	18	2
это есть	4	3
мы и	2	4
в их	2	3
к другу	2	4
в мышлении	2	6
но мы	3	3
еще не	4	8
в то	3	6
как раз	3	6
в самом	9	8
в ходе	12	3
мышления и	9	7
это и	4	3
могут не	2	2
ее в	8	2
до сих	3	3
об одном	2	2
письменной речи	3	7
во всех	6	4
связь между	6	4
и не	18	11
слово не	2	2
показать что	4	5
и наконец	4	2
мы можем	3	9
состоит в	3	2
с самого	7	7
именно поэтому	2	2
но и	11	10
бы в	5	3
разрыв между	2	2
не по	4	3
того чтобы	19	10
ребенка и	8	2
казалось бы	2	2
для того	18	8
где они	2	2
потому что	16	22
в которой	11	7
в пользу	4	2
только не	11	3
которых мы	2	2
ребенок в	2	7
что ребенок	5	13
к другому	3	4
в его	4	3
совершается в	3	3
бы сказать	2	2
чем в	4	2
одним из	2	2
с ним	3	2
в той	4	4
можно сказать	5	6
житейских понятий	2	12
во втором	3	3
тем самым	8	8
раз в	2	3
ребенка с	4	2
в своих	2	3
были бы	3	2
же как	8	6
мы не	7	6
одной и	2	3
этого слова	3	2
детского развития	6	3
в последнее	2	2
по отношению	6	10
мысли от	2	3
что на	2	4
