2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part2_wordlist_2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part3_wordlist_2gram
о связи	4	2
мы имеем	19	15
связи с	6	8
и ее	3	2
такой же	2	2
из этих	3	3
эти случаи	3	4
никогда не	3	15
как будто	2	3
не совсем	3	3
так же	3	13
нам важно	2	2
в нем	9	7
на смерть	3	2
видели что	4	3
она или	2	2
к нему	5	5
так и	2	5
его в	3	10
что она	5	5
это не	6	2
в лесу	26	15
после того	2	3
в свете	5	2
прежде всего	3	5
но это	3	4
в одной	3	4
очень часто	3	4
а то	2	2
и в	22	15
одна из	2	2
но не	7	2
frobenius а	3	3
в русской	3	5
в силу	2	2
вместе с	9	7
в избушке	3	9
в немецкой	3	2
этих случаях	7	10
к тому	3	5
сказке в	4	3
в качестве	2	3
она не	4	5
и т	16	19
для нас	4	4
должен был	3	3
здесь не	3	2
и так	2	2
здесь герой	3	4
другой стороны	7	2
см в	2	2
при этом	2	4
происходит в	2	2
дом в	7	2
знаем что	2	12
детей в	2	8
у него	3	4
живет в	5	2
связь с	6	4
связан с	2	5
герой в	2	3
связана с	3	6
в запретном	2	3
в царство	4	7
и другие	4	4
с этим	8	5
и с	4	4
и есть	2	5
что герой	3	5
в разбойничьем	2	3
да и	2	2
с одним	2	3
сказка сохранила	2	2
того что	5	3
указать что	3	3
не все	6	2
если это	3	3
что он	9	24
показывает что	5	4
после этого	2	4
так что	5	6
и эти	3	2
сказках типа	4	2
зп неи	4	2
запретном чулане	2	3
здесь можно	6	5
этим же	2	2
есть и	5	2
что они	8	10
дома не	3	3
с тем	2	9
то же	6	10
в вятской	4	4
а также	2	2
в русском	2	2
пермской сказке	6	2
и герой	2	2
представляет собой	3	5
здесь на	2	2
и говорит	9	2
сих пор	5	7
что в	15	12
нашей сказке	2	2
к ней	4	2
за него	2	2
в которых	2	2
в этом	17	11
представления о	2	5
некоторое время	3	2
что им	2	2
в нее	2	2
в жизни	2	2
доме в	3	2
дочери и	2	2
его и	4	4
видим что	4	5
у тебя	2	2
