3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part5_wordlist_3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part7_wordlist_3gram
материалы показывают что	2	2
в русской сказке	5	3
в ином мире	5	2
после того как	2	3
но это не	2	2
таким образом мы	2	2
о том что	5	4
т е в	2	3
но все же	2	4
мы здесь имеем	2	2
мы видим что	3	4
как и в	2	2
в этих случаях	10	6
в том что	4	2
здесь мы имеем	2	3
не только в	5	2
т д или	2	2
тем не менее	4	4
но и в	2	2
в данном случае	3	2
во время посвящения	2	2
с другой стороны	8	8
с одной стороны	4	7
и т д	16	18
за тридевять земель	5	3
не может быть	3	3
так же как	4	3
во время боя	3	3
до сих пор	2	2
в том чтобы	2	2
что и в	2	2
