2gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part4_wordlist_2gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part1_wordlist_2gram
нужно сказать	4	2
он был	2	2
и этим	2	2
связи с	4	2
существенную роль	2	2
далеко не	3	5
положительный полюс	2	2
никогда не	6	2
на них	2	2
в нем	13	5
так называемые	2	2
есть в	5	2
его в	7	9
к нему	3	3
так и	10	11
в своей	5	5
это не	3	5
с точки	3	2
прежде всего	11	8
в ее	3	3
но это	3	4
и в	65	29
но не	2	2
и сегодня	2	2
то есть	45	21
тела господня	2	6
к тому	2	2
жизни в	5	2
и так	2	3
тела в	11	2
все это	9	4
при этом	6	3
и одновременно	5	4
некоторые из	2	3
времени и	6	2
поэтому в	2	2
связан с	3	4
они были	6	3
связана с	5	4
этих образов	2	2
и другие	8	2
и с	3	9
одновременно и	2	3
в эпизоде	2	2
да и	2	2
поэтому и	4	5
образом в	2	3
того что	2	3
еще раз	2	2
точки зрения	7	4
в чем	2	3
что он	3	4
в своем	8	3
так сказать	4	2
в большинстве	2	6
самом же	3	2
как бы	22	8
игра в	2	8
и их	3	3
на весь	3	5
между ними	4	2
уже не	3	2
мировой литературы	5	2
в этом	15	11
в году	6	3
в жизни	4	2
роль в	2	3
ни с	2	2
формы и	7	2
с одной	2	2
кроме того	2	2
здесь в	8	6
новое и	2	2
но как	3	3
в узком	4	3
карнавального типа	9	2
узком смысле	2	2
нового времени	13	2
в их	4	2
дело в	2	2
еще не	6	4
возрождения в	2	2
и для	2	2
так как	6	7
как раз	3	2
и у	6	2
во второй	2	2
же деле	3	2
и др	24	4
и до	4	5
весь мир	3	5
рабле и	5	6
в народно-площадной	2	3
форм и	9	2
этих форм	5	2
в литературе	6	4
т.п в	2	2
в эпоху	9	15
во франции	3	5
образов и	2	2
были в	2	4
и т.п	17	12
как мы	6	10
вовсе не	18	9
эпохи возрождения	4	2
универсализм и	3	2
все эти	10	9
он и	3	5
в других	3	2
жизни и	7	4
с образами	2	2
его к	2	2
мир и	3	2
здесь и	4	3
в романе	2	10
народно-праздничные формы	2	4
между прочим	2	2
по своему	8	4
тела и	6	4
известной мере	3	3
рабле не	3	4
мы видим	2	3
и не	22	16
всех этих	8	3
может быть	6	2
в себя	3	2
и наконец	2	2
даже и	3	2
большинстве случаев	2	5
и все	5	13
на самом	6	4
в карнавале	4	2
о том	2	2
в этой	4	13
на этой	3	2
и к	4	2
в себе	3	3
мира и	4	4
только в	7	2
но и	10	9
мы здесь	2	2
мир в	3	2
в дальнейшем	8	3
уже говорили	7	5
до нас	3	2
средних веков	3	3
из них	4	6
народно-площадной стороне	2	2
здесь только	2	2
в этих	2	2
как в	5	2
где они	3	2
то что	3	4
как и	5	12
и образы	2	9
оба полюса	2	2
в особенности	2	2
нужно отметить	3	3
и это	2	2
рядом с	5	5
том числе	10	3
романе рабле	2	9
и здесь	3	3
рабле в	7	9
веков и	2	2
отметить что	2	3
и его	10	8
и обновления	2	3
до конца	2	5
его образов	2	2
числе и	7	2
не может	3	2
он не	2	3
в его	9	8
связаны с	3	2
в известной	3	3
у рабле	10	16
в той	5	2
с ним	3	2
с его	5	4
не только	10	10
том что	6	3
мы уже	12	10
а затем	2	3
еда питье	3	2
во время	4	10
в них	5	7
в своих	5	2
в виду	3	2
их в	2	2
хотя и	2	2
и даже	8	3
и других	3	3
в ней	6	3
от всех	3	2
и на	11	11
смены и	2	2
по своей	3	3
особенно в	2	3
к времени	3	2
или в	2	2
еще и	5	7
на котором	3	2
в основе	8	2
одной стороны	2	2
превращается в	5	3
в том	16	7
нет ничего	3	2
это в	4	2
в гротескном	7	2
материально-телесного низа	2	2
но в	14	12
пародия на	3	2
конечно и	3	3
гротескном реализме	4	2
на его	2	2
с другой	3	4
и вот	2	3
друг друга	3	2
в сущности	16	6
и эта	3	2
и по	2	5
сказать что	6	5
все же	6	3
в частности	5	3
