3gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part3_wordlist_3gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part2_wordlist_3gram
к четвертой книге	2	5
мы еще вернемся	2	4
книге своего романа	2	2
в своей книге	2	2
по сравнению с	2	2
в ту эпоху	2	7
в значительной степени	2	2
до наших дней	2	2
о том что	3	2
в романе рабле	4	15
или меньшей степени	3	2
в эпоху рабле	4	6
в большей или	3	2
как мы видели	2	2
большей или меньшей	3	3
народной смеховой культуры	7	6
как мы уже	3	5
с материально-телесным низом	4	3
в этом отношении	3	2
но в то	3	4
мы уже говорили	5	3
существенное отношение к	3	2
в то же	6	6
его связь с	2	3
рабле и его	2	4
в xviii веке	9	3
но и в	4	2
амбивалентного материально-телесного низа	3	2
можно сказать что	2	2
не может быть	4	2
жизни и смерти	5	2
еды и питья	2	2
то же время	6	6
до сих пор	4	4
