3gram	Vygotskiy_Myshlenieirech_partition_part4_wordlist_3gram	Vygotskiy_Myshlenieirech_partition_part1_wordlist_3gram
одно и то	2	6
на то что	3	4
в свою очередь	3	2
во всяком случае	3	3
по сравнению с	5	3
для того чтобы	15	5
в собственном смысле	5	7
о том что	6	3
детского мышления и	8	4
интересующей нас проблемы	2	2
к выводу что	4	2
одной и той	2	4
смысле этого слова	3	7
с таким образом	3	3
же как и	4	4
могли бы сказать	2	2
заключается в том	6	14
друг с другом	4	7
и тем самым	3	4
на всем протяжении	2	2
и в отношении	3	2
в детском возрасте	9	2
речь идет о	2	3
что ребенок не	2	2
мы могли бы	5	9
мы видим таким	3	4
в том что	15	31
вместе с тем	5	3
связей и отношений	2	2
в этом отношении	4	7
все более и	2	2
в самом деле	2	6
но вместе с	4	2
в первую очередь	3	4
в равной мере	2	3
между этими двумя	2	2
с точки зрения	18	11
и той же	2	4
как уже сказано	6	4
то же самое	3	7
развитии детского мышления	2	8
бы сказать что	2	3
в целом и	5	2
в данном случае	2	2
собственном смысле этого	3	4
с другой стороны	9	8
в высшей степени	4	2
можно было бы	3	5
а с другой	2	2
на первый план	2	4
таким образом что	3	4
с одной стороны	8	9
в школьном возрасте	3	5
более и более	2	2
в развитии детского	2	9
видим таким образом	3	4
так же как	5	5
развития научных понятий	2	8
в том чтобы	3	2
развития детского мышления	2	10
и то же	2	6
