2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part5_wordlist_2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part4_wordlist_2gram
между тем	2	4
между двумя	3	2
сам по	3	2
со словом	2	3
такой же	3	3
чужая реплика	2	3
голосов в	7	5
но конечно	2	2
никогда не	6	4
речь героя	2	3
в нем	17	16
в стиле	2	4
так же	3	7
можно было	2	2
я ведь	4	4
в своей	3	4
к нему	5	13
так и	4	8
это не	5	3
в повести	3	3
для достоевского	2	2
второй голос	4	9
прежде всего	9	12
с точки	9	2
и он	6	2
но это	6	6
раз и	4	3
в одной	2	3
очень часто	4	2
и в	46	35
но не	4	6
к слову	2	2
свой предмет	7	2
вместе с	2	2
то есть	40	16
но эти	4	2
к тому	2	6
для него	2	14
отношение к	3	6
и так	2	4
своему предмету	3	7
пределах одного	6	5
другой стороны	3	3
у него	5	4
при этом	5	2
все это	6	14
себя как	3	3
времени и	2	2
чужого слова	23	6
словом и	3	3
только так	2	2
с этим	2	3
слова мы	2	2
и с	7	12
но на	2	4
друг на	2	2
уже в	4	3
чужого акцента	2	2
да и	4	5
и как	2	2
их в	3	2
слов и	3	3
в отношении	3	9
точки зрения	11	7
не менее	2	2
себя в	3	2
же и	4	4
в своем	3	2
что он	6	24
так сказать	5	2
в той	3	4
так что	2	5
не знает	4	6
так чтобы	3	4
но для	3	2
тему о	2	2
в большинстве	9	2
романах достоевского	7	4
нет и	2	4
самом деле	4	10
во всем	4	4
то же	6	15
переходим к	2	4
на этом	3	2
в диалоге	3	3
как бы	19	31
а что	4	2
в речь	3	3
что в	4	6
произведениях достоевского	3	2
творчестве достоевского	2	7
уже не	4	3
и речь	2	2
к ней	2	2
в этом	16	14
тон и	3	4
в которых	2	2
должно быть	4	3
братьях карамазовых	2	3
в жизни	5	2
этом смысле	2	3
героя и	4	10
лишь в	2	7
одном слове	3	2
здесь в	2	2
героя в	3	5
себе самом	5	5
большинстве случаев	8	2
той же	3	2
к чужому	7	4
слова не	2	2
в мире	3	4
о себе	5	17
еще не	7	7
в то	5	11
и для	3	8
речь голядкина	2	3
так как	5	4
как раз	7	4
в него	6	3
точек зрения	4	2
было бы	3	3
в самом	9	6
к самому	2	5
к своему	3	5
чужой голос	2	6
в речи	3	2
отличие от	3	2
он как	2	4
только на	3	4
рассказ в	3	3
таким образом	4	7
а в	2	7
для другого	2	2
у достоевского	16	12
своего рода	4	2
вовсе не	9	7
вопрос о	2	2
и т.п	14	6
что я	6	13
без всякого	2	2
с чужим	6	2
все эти	4	3
например в	4	2
он и	4	5
и т.д	3	3
его слова	3	2
его к	2	3
сам знаю	3	2
чужой реплики	2	2
достоевского в	8	3
слово о	4	7
во всех	5	3
о нем	6	2
не в	10	10
друг с	5	4
голядкина с	2	6
оно должно	2	2
я для	2	4
не принимает	2	4
но все	2	4
отношению к	5	7
сознания и	2	4
себе и	3	7
себе самому	4	18
и не	27	27
за пределы	5	3
в произведении	2	2
слово не	9	2
ни в	6	2
и слова	2	2
авторское слово	8	2
на него	3	5
может быть	23	14
слово с	5	6
и наконец	4	7
с собою	2	5
мире достоевского	2	3
а между	2	3
слово героя	3	4
конечно не	8	2
и все	9	15
мы можем	4	2
в одном	11	6
о том	5	2
настасьи филипповны	6	7
с собой	3	2
так в	2	2
не как	3	3
героя но	2	2
и во	3	3
к себе	6	18
и к	9	12
его собственных	2	2
в произведениях	2	2
в себе	7	5
но ведь	2	2
яков петрович	2	6
бы в	3	4
но и	12	14
в другом	2	12
с оглядкой	4	3
отчего же	3	2
себя и	3	8
только в	6	6
для этого	2	2
отношении к	2	7
чужое слово	40	6
вот как	2	4
что же	3	7
но именно	3	2
жизнь и	3	2
как он	3	2
этих двух	4	2
ну так	3	4
и сам	5	7
достоевского это	2	3
что и	3	3
в этих	4	2
как в	4	5
или иной	2	4
слово в	6	2
речи героя	2	2
то что	4	10
как и	12	18
увидим что	2	2
потому что	4	8
мы увидим	6	2
слово слово	3	2
бы не	2	2
и мысли	2	3
и великие	2	2
достоевского и	2	2
в каждом	6	6
все равно	2	2
с другом	5	4
и это	3	5
одному знаменателю	3	2
рядом с	5	4
слова и	7	11
он сам	2	6
двух голосов	6	4
в братьях	2	3
и его	6	14
когда он	2	3
в пределах	10	11
до конца	4	4
и свой	2	3
это слово	5	4
слово рассказчика	2	3
не может	19	18
на чужое	11	2
он не	4	13
самим собой	2	7
в его	9	21
к другому	5	16
в слове	3	6
слова с	7	2
с ним	2	7
с его	5	7
знаю что	4	2
он только	2	3
том что	4	3
войти в	3	2
с самим	5	15
он уже	2	3
к другим	2	2
по себе	7	4
не только	14	10
раз в	2	2
мы уже	3	8
на этот	2	2
настасья филипповна	4	5
а как	2	2
он ничего	2	2
на друга	2	2
да еще	2	2
и другого	2	2
слово и	7	2
почему же	2	2
тем что	3	4
