3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part5_wordlist_3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part1_wordlist_3gram
материалы показывают что	2	2
в русской сказке	2	3
на то что	4	2
таким образом мы	2	2
о том что	3	4
но все же	3	4
в сказке в	3	3
друг с другом	3	2
в иной мир	3	6
мы видим что	8	4
если бы мы	2	2
по отношению к	3	2
в этих случаях	2	6
в том что	4	2
здесь мы имеем	2	3
вместе с тем	2	6
в таких случаях	2	2
мы не будем	3	2
тем не менее	6	4
но и в	2	2
как мы увидим	2	3
с другой стороны	5	8
и т д.<неи	2	2
с одной стороны	4	7
и т д	22	18
мы увидим ниже	2	3
в связи с	3	4
за тридевять земель	2	3
не может быть	7	3
так же как	2	3
до сих пор	5	2
в иное царство	4	4
мы видели что	2	2
