3gram	Vygotskiy_Myshlenieirech_partition_part3_wordlist_3gram	Vygotskiy_Myshlenieirech_partition_part7_wordlist_3gram
смысле этого слова	3	4
в развитии мышления	2	6
на то что	4	3
в свою очередь	2	2
по сравнению с	7	3
для того чтобы	18	7
в собственном смысле	3	6
о том что	4	3
в отличие от	2	6
к выводу что	2	2
по своему строению	5	2
и то что	3	2
в этом и	2	2
ни в какой	2	4
только потому что	3	2
одной и той	2	2
же как и	2	4
друг с другом	2	5
заключается в том	4	7
оба эти момента	2	2
то время как	2	4
внутренней речи и	4	2
как и в	3	2
мы могли бы	4	7
по отношению к	5	2
мышление и речь	2	3
то и другое	3	4
речь и мышление	2	2
в том что	13	17
того и другого	2	2
как мы видели	3	3
в то время	2	4
вместе с тем	4	10
мышления и речи	6	18
так как она	3	2
в этом отношении	3	3
с этой точки	4	2
и вместе с	2	2
все что мы	3	2
с самого начала	7	6
и той же	2	2
тем не менее	3	5
так же точно	3	3
в последнее время	2	3
бы сказать что	2	3
этой точки зрения	4	2
внутренней речи в	4	2
в известном смысле	2	2
собственном смысле этого	3	4
своей психологической природе	2	2
по своей психологической	3	2
с одной стороны	5	5
не может быть	4	2
так же как	7	6
входит в структуру	2	3
могли бы сказать	2	3
состоит в том	3	3
и речи в	2	2
