3gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part1_wordlist_3gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part6_wordlist_3gram
и прежде всего	2	3
то есть в	2	4
мы уже сказали	3	3
во всех его	3	2
и т.п все	2	2
нужно сказать что	2	4
или меньшей степени	2	4
в большей или	3	4
гротескной концепции тела	4	3
и в литературе	2	2
и вовсе не	2	2
в том что	2	6
большей или меньшей	3	4
народной смеховой культуры	2	21
как мы уже	6	5
во всех этих	2	2
в этом отношении	3	3
в большинстве случаев	4	2
мы уже говорили	11	7
с точки зрения	2	3
литературе и в	2	2
но и в	2	2
сих пор еще	3	3
комедии дель арте	2	2
существенную роль в	2	2
с одной стороны	4	2
в средние века	4	4
уже говорили что	2	2
в xvii веке	2	2
вполне понятно что	2	2
до сих пор	3	4
то есть только	2	2
