3gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part3_wordlist_3gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part1_wordlist_3gram
в своей книге	2	2
и прежде всего	3	3
той или иной	5	2
в значительной степени	2	2
у рабле в	3	2
средневековья и возрождения	2	2
в отличие от	4	3
в романе рабле	2	15
и т.п все	2	2
и в других	2	2
в той или	5	2
на самом деле	2	3
или меньшей степени	4	2
друг в друга	2	2
в большей или	4	2
в гротескном реализме	4	2
века и в	3	2
смеховой культуры и	2	3
большей или меньшей	4	3
народной смеховой культуры	21	6
как мы уже	5	5
в этом отношении	3	2
мы уже говорили	7	3
его связь с	2	3
но и в	2	2
смехового аспекта мира	3	3
том числе и	7	2
смеха и его	2	2
до сих пор	4	4
в том числе	10	3
