3gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part2_wordlist_3gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part1_wordlist_3gram
в своей книге	2	2
в известной мере	3	3
в значительной степени	2	2
в романе рабле	2	4
нужно сказать что	4	3
в свое время	2	3
но все же	2	2
или меньшей степени	4	3
в большей или	4	3
отношение к времени	3	3
смеховой культуры средневековья	7	5
большей или меньшей	4	3
народной смеховой культуры	21	7
как мы уже	5	3
в этом отношении	3	3
xvii и xviii	2	2
мы уже говорили	7	5
с точки зрения	3	5
его связь с	2	2
протяжении всего средневековья	2	2
сих пор еще	3	2
но и в	2	4
с одной стороны	2	3
в эпоху возрождения	3	2
в средние века	4	8
в xvii веке	2	10
вполне понятно что	2	2
до сих пор	4	4
на протяжении всего	2	5
