3gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part4_wordlist_3gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part3_wordlist_3gram
то есть в	2	4
о том что	2	2
в братьях карамазовых	2	2
или меньшей степени	2	2
в большей или	2	2
как и в	3	3
в том что	3	2
большей или меньшей	3	2
как мы уже	3	2
на пороге в	3	2
в преступлении и	2	2
в большинстве случаев	4	8
в то же	5	5
с точки зрения	2	9
можно сказать что	4	2
к себе самому	6	3
том числе и	10	3
с самим собою	4	3
более или менее	3	3
то же время	5	5
до сих пор	5	8
преступлении и наказании	2	2
в том числе	11	4
