2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part2_wordlist_2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part7_wordlist_2gram
мы имеем	12	15
связи с	3	8
и ее	2	2
из этих	3	3
эти случаи	7	4
никогда не	4	15
что это	6	6
не совсем	2	3
так же	6	13
в нем	6	7
его в	3	10
к нему	7	5
так и	5	5
об этом	6	11
что она	5	5
это не	10	2
в лесу	2	15
после того	4	3
в свете	3	2
прежде всего	2	5
но это	3	4
в одной	2	4
в состоянии	4	3
и в	24	15
одна из	7	2
но не	6	2
в русской	5	5
в силу	2	2
вместе с	7	7
этих случаях	16	10
в качестве	3	3
она не	2	5
а потом	2	4
перед нами	2	2
и т	17	19
становится ясным	2	2
для нас	6	4
должен был	2	3
здесь не	2	2
он стал	2	2
и так	2	2
другой стороны	8	2
все это	8	3
при этом	4	4
происходит в	3	2
знаем что	3	12
здесь герой	6	4
у него	10	4
связь с	2	4
герой в	2	3
более поздние	2	2
и другие	9	4
с этим	2	5
что герой	12	5
уже в	3	2
много но	2	2
он дает	3	2
сказка сохранила	2	2
что мы	3	3
того что	6	3
того как	3	4
указать что	2	3
не все	3	2
здесь имеем	2	3
ее за	3	2
что он	21	24
показывает что	8	4
если это	2	3
после этого	3	4
так что	3	6
что при	2	5
возвращается с	2	2
здесь можно	2	5
в иной	2	5
есть и	4	2
что они	3	10
то же	8	10
магической силы	3	2
хитрая наука	2	4
как бы	4	6
таких случаев	3	4
царство и	2	3
и герой	3	2
представляет собой	4	5
и говорит	4	2
сих пор	3	7
что в	13	12
оказывается что	2	2
к ней	2	2
за него	4	2
свою дочь	5	3
в этом	12	11
представления о	4	5
этого не	2	5
дочери и	2	2
видим что	3	5
в мифе	2	2
в обряде	3	7
нет необходимости	2	2
с одной	5	4
на острове	2	2
кроме того	3	2
не говорится	3	2
совершенно ясно	4	2
к сказке	2	2
когда она	2	3
он в	2	3
в их	4	3
чтобы узнать	2	2
этого мотива	5	5
еще не	8	9
видно что	5	6
здесь нет	3	2
т е	16	29
они не	2	4
так как	8	14
они должны	2	4
в тех	5	2
аф и	2	3
очень много	2	8
было бы	2	5
другими словами	2	4
и др	2	4
этого обряда	2	2
таким образом	7	7
а в	10	12
вступление в	2	2
ее в	3	2
его на	2	2
до сих	2	6
но по	2	3
худ неи	2	2
на то	3	3
имеется в	2	2
вопрос о	3	4
а именно	6	3
на вопрос	4	2
представляют собой	5	3
все эти	2	4
например в	3	2
показывают что	6	2
в других	4	3
три года	2	4
не столько	3	2
точно так	2	6
как это	2	3
во всех	7	2
между прочим	3	3
не в	9	7
но есть	3	2
имеем в	5	5
но все	4	5
что эти	2	4
в русских	2	3
мы видим	10	8
возможно что	3	2
и не	4	11
всех этих	6	3
или он	3	3
может быть	14	17
ни в	2	2
на него	2	5
и наконец	3	5
уже знаем	3	3
мы знаем	2	11
мы можем	4	8
к себе	3	2
мы рассмотрим	3	2
о том	9	3
так в	4	3
при помощи	3	2
по существу	4	2
в связи	2	5
стоит в	2	3
в тридесятое	4	3
мы должны	4	4
что у	4	2
тридесятое царство	4	4
сказке она	2	3
что здесь	7	4
только в	6	6
не просто	2	2
но и	11	14
и когда	2	2
мы здесь	2	6
дело не	5	4
из них	2	2
как он	6	3
у нее	2	4
представление о	3	2
в этих	13	11
выше мы	3	3
что и	8	6
как в	12	5
должно было	2	3
то что	7	12
как и	6	2
увидим что	2	3
мы видели	7	2
мы увидим	6	8
потому что	9	9
в другой	3	4
т д	16	18
право на	5	3
в которой	2	2
отец и	2	2
этот случай	9	4
в особенности	2	2
один из	7	8
в мифах	3	4
и это	2	3
в каких	2	3
что этот	2	3
и здесь	12	9
и его	3	3
в сказках	4	8
когда он	3	3
он не	6	8
не может	14	5
русской сказке	5	6
и она	3	3
и если	3	2
когда герой	4	2
не только	21	18
том что	10	7
мы уже	4	6
видит в	2	2
одной из	4	4
несколько случаев	2	2
во время	6	2
не видят	2	4
попадает в	2	5
не знал	2	2
тем что	6	4
а не	8	5
же как	4	5
раньше чем	3	3
мы не	4	3
должны были	3	8
то это	5	6
дает ему	2	2
и на	2	4
случай мы	4	3
в основном	2	2
можно найти	2	5
в котором	2	5
эта связь	3	3
этот мотив	3	4
или в	8	2
предположить что	3	3
ничего не	5	7
иной мир	2	4
но они	3	4
одной стороны	5	3
превращается в	3	2
в том	7	6
русских сказках	2	2
иное царство	2	4
но в	5	6
в таких	2	2
здесь мы	5	3
в сказке	36	21
и что	10	6
долганский фольклор	2	3
на его	2	2
с другой	9	2
но он	2	4
власть над	2	4
тот кто	5	2
то не	4	2
и по	3	2
сказать что	2	2
все же	9	9
его не	2	2
только после	2	4
