3gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part4_wordlist_3gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part2_wordlist_3gram
подобно тому как	2	3
мы уже говорили	5	5
и в то	2	4
с одной стороны	3	2
в эпоху рабле	4	15
в известной мере	3	3
в то же	6	8
с точки зрения	5	2
смены и обновления	3	2
в ту эпоху	2	2
до наших дней	2	2
о том что	3	2
но и в	4	3
самого рабле в	2	2
как мы уже	3	5
то же время	6	8
не только в	5	2
в романе рабле	4	8
с другой стороны	3	3
как мы видели	2	2
нужно сказать что	3	2
