3gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part2_wordlist_3gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part8_wordlist_3gram
в творчестве рабле	2	5
о том что	2	3
в романе рабле	14	4
кн ii гл	2	2
в другом месте	3	2
или меньшей степени	3	3
в эпоху рабле	5	4
в большей или	3	3
как мы видели	2	2
большей или меньшей	3	3
народной смеховой культуры	3	7
как мы уже	2	3
но в то	2	3
мы уже говорили	7	5
в то же	10	6
с точки зрения	2	5
рабле и его	3	2
сих пор еще	4	2
и в то	5	2
можно сказать что	2	2
с другой стороны	2	3
в эпоху ренессанса	2	2
с одной стороны	2	3
в эпоху возрождения	2	2
не может быть	2	4
в средние века	2	8
то же время	10	6
до сих пор	8	4
