3gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part3_wordlist_3gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part4_wordlist_3gram
с временем и	2	2
в ту эпоху	2	7
для того чтобы	3	3
с начала и	3	4
до наших дней	2	2
о том что	2	2
у рабле в	2	2
в романе рабле	8	15
и в других	2	2
в эпоху рабле	15	6
в гротескном реализме	2	2
как мы видели	2	2
и xvi веков	2	2
но вернемся к	2	2
как мы уже	5	5
и до конца	3	5
и все образы	2	3
эпоху рабле было	2	2
мы уже говорили	5	3
начала и до	3	4
в то же	8	6
в своем романе	2	2
но и в	3	2
том числе и	2	2
xv и xvi	2	2
как и все	5	3
то же время	8	6
в том числе	3	3
