3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part6_wordlist_3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part1_wordlist_3gram
вход в царство	2	2
в русской сказке	2	6
материалы показывают что	2	2
сих пор мы	2	2
о том что	3	4
но все же	3	2
то время как	3	3
по отношению к	3	2
представлений о смерти	3	3
в том что	4	5
здесь мы имеем	2	4
вместе с тем	2	3
в то время	3	3
с представлениями о	3	5
мы не будем	3	2
но и в	2	2
с другой стороны	5	8
можно было бы	3	2
в царство мертвых	5	4
представлениями о смерти	2	3
и т д.<неи	2	2
с одной стороны	4	7
и т д	22	8
точно так же	3	2
за тридевять земель	2	3
не может быть	7	3
до сих пор	5	4
в иное царство	4	5
мы видели что	2	3
