3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part1_wordlist_3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part5_wordlist_3gram
материалы показывают что	2	2
в русской сказке	3	2
на то что	2	4
таким образом мы	2	2
о том что	4	3
но все же	4	3
в сказке в	3	3
друг с другом	2	3
в иной мир	6	3
мы видим что	4	8
если бы мы	2	2
по отношению к	2	3
в этих случаях	6	2
в том что	2	4
здесь мы имеем	3	2
вместе с тем	6	2
в таких случаях	2	2
мы не будем	2	3
тем не менее	4	6
но и в	2	2
как мы увидим	3	2
с другой стороны	8	5
и т д.<неи	2	2
с одной стороны	7	4
и т д	18	22
мы увидим ниже	3	2
в связи с	4	3
за тридевять земель	3	2
не может быть	3	7
так же как	3	2
до сих пор	2	5
в иное царство	4	4
мы видели что	2	2
