3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part6_wordlist_3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part4_wordlist_3gram
в русской сказке	2	6
после того как	2	2
мы имеем в	2	4
о том что	2	4
т е в	3	2
тех случаях когда	2	3
но все же	4	2
так как он	2	2
с представлением о	2	2
как мы видели	3	2
в сказке о	3	3
не только в	2	4
мы видели что	3	3
в сказке герой	2	2
в этом случае	3	6
в данном случае	3	3
с другой стороны	4	8
в некоторых случаях	3	2
и т д.<неи	3	2
в греческом мифе	2	2
и т д	24	8
точно так же	5	2
не может быть	4	3
приводит нас к	4	2
до сих пор	5	4
в иное царство	6	5
в тех случаях	2	3
