2gram	Losev_DialektikaMifa_partition_part2_wordlist_2gram	Losev_DialektikaMifa_partition_part1_wordlist_2gram
или не	5	2
никогда не	9	9
так же	4	2
к нему	8	4
оно есть	2	3
в данном	3	3
и та	3	6
к тому	4	2
одно и	4	4
та или	3	2
с этим	2	3
– не	11	9
грань между	2	3
и как	7	10
точки зрения	17	12
стало быть	9	10
мы получаем	2	2
есть и	5	6
что они	3	6
как бы	11	14
что в	13	7
уже не	2	3
оно или	2	2
– совершенно	2	3
ни с	6	4
– это	9	6
мифа и	2	4
но как	2	5
тех или	3	2
то как	3	3
есть ни	6	6
было бы	12	3
а в	5	4
что если	2	3
это –	24	23
миф не	14	22
что я	3	2
только потому	3	2
мифического сознания	15	3
жизни и	3	6
как таковой	4	4
итак миф	2	2
но только	3	3
всех этих	3	3
– итак	2	2
конечно не	3	6
тут не	4	3
действительность есть	2	2
в себе	11	15
и тогда	2	3
что здесь	2	2
только в	3	5
от этого	3	3
как не	2	2
жизнь и	3	5
и –	14	4
не то	6	5
что миф	12	5
в науке	3	2
и это	2	5
более или	3	2
он не	3	4
не может	12	9
но что	3	7
не есть	40	47
по себе	25	18
как только	2	3
миф и	4	2
– в	4	8
содержит в	3	4
может и	4	2
смысл и	4	2
а только	3	3
же время	4	5
в мифологии	4	4
собственно говоря	4	2
и следовательно	2	5
наука и	4	2
или других	2	2
в том	9	14
но в	6	2
есть миф	2	4
– то	2	2
все равно	3	5
все же	5	4
в частности	2	2
мы имеем	2	3
что это	11	10
и при	2	2
– во	2	2
так и	9	10
об этом	4	3
но –	4	5
с точки	12	8
одна и	2	4
говорить о	5	5
и в	18	19
она не	6	8
а потом	5	4
миф есть	4	6
чтобы не	2	6
другой стороны	4	4
все это	11	4
и с	5	5
да и	6	6
на всю	4	2
же и	2	9
что он	11	6
необходимая категория	2	2
также и	7	2
нуждается в	3	3
только тогда	2	7
не будучи	2	2
в этом	12	8
должно быть	3	7
в мифе	12	16
о чем	2	3
это есть	9	8
в их	3	2
в мире	2	2
еще не	2	4
в то	6	6
т е	25	30
у пушкина	4	2
как раз	4	5
он –	18	6
и надо	2	2
в самом	3	5
это и	4	3
или нет	3	3
до сих	2	2
большею частью	2	2
т п	2	2
себе и	2	3
и не	30	30
пространства и	2	7
вещи и	2	3
в виде	2	2
и из	3	3
на самом	3	2
это значит	11	8
не как	2	2
совершенно не	8	7
– мы	3	3
как же	5	3
не просто	7	12
ни на	6	2
но и	7	12
в другом	2	4
что тут	2	4
потому что	14	14
в каждом	2	2
не могу	4	6
с ними	2	2
с ним	6	4
можно сказать	6	5
это может	2	2
в каком	8	4
же как	2	3
в ней	3	2
это за	2	3
не было	6	3
и совершенно	2	2
быть в	2	4
живой и	2	2
каком случае	4	2
с мифологией	3	2
же это	3	4
что такое	10	3
это мы	4	2
для мифа	2	2
в нем	16	10
несмотря на	10	2
в своей	2	8
что она	7	14
это не	9	10
прежде всего	10	8
но это	8	7
но не	4	6
можно только	2	2
если в	3	2
и т	21	17
– и	3	3
но вот	3	2
именно в	2	2
что оно	5	4
внутреннего и	9	2
по крайней	4	9
есть сама	2	4
иметь в	3	2
он всегда	2	2
есть просто	3	3
так что	15	7
есть мифология	3	2
на этом	2	2
не мешает	4	5
и мифология	5	4
и их	2	3
и притом	4	7
должна быть	3	5
с одной	2	2
нисколько не	4	4
и внешнего	6	2
быть и	4	4
или иное	3	4
вопрос о	2	3
нет ни	2	3
есть всегда	4	11
иной раз	2	5
или по	2	2
если мы	2	2
мы видим	4	2
только как	2	3
даже в	3	3
значит что	14	12
аллегория но	2	2
разную степень	2	3
– все	6	2
в разных	3	3
я не	5	6
мы должны	5	2
что не	7	6
миф –	9	2
оно –	3	2
дело не	2	2
что же	3	2
как он	4	4
и более	4	3
в этих	5	3
ровно никаких	2	2
то что	13	14
если она	3	2
между собою	2	3
и где	2	3
и пр	5	5
мифа но	5	3
это было	2	3
не нуждается	5	4
ни вообще	2	2
мифология –	4	2
не только	13	19
том что	9	10
или другой	4	3
уже и	3	2
могут быть	3	4
эти два	2	2
той или	7	4
а не	14	16
мы находим	7	3
и даже	13	14
или иная	3	2
то это	4	2
и стало	2	5
само по	5	2
он есть	4	3
есть только	5	4
во всяком	4	2
сама по	8	7
ни о	5	2
себе не	5	3
ничего не	17	3
мифологии и	5	7
всяком случае	2	2
это конечно	2	4
и от	2	3
сказать что	10	10
и может	2	6
сам по	6	3
д и	2	2
есть нечто	10	8
вещей и	2	3
думают что	6	2
мифология и	3	3
и потому	3	5
и есть	16	4
того что	2	6
не менее	2	3
в чем	6	3
только то	4	4
в своем	5	4
была бы	3	3
или на	2	2
она –	3	8
может иметь	3	3
потом уже	3	2
то же	10	12
в противоположность	5	2
сих пор	2	2
есть бытие	3	3
то или	3	4
мифологии не	2	2
есть научное	2	2
и говорить	2	2
не значит	3	3
и вообще	4	6
так как	11	14
и мы	5	3
мы говорим	4	3
существо мифа	2	3
вовсе не	7	13
как мы	4	3
все эти	2	2
как это	4	7
только и	4	2
не в	6	8
сознания и	3	5
но все	3	2
всегда есть	2	2
может быть	17	20
его с	3	3
ни в	15	10
не больше	2	4
и все	3	12
в одну	3	5
о том	4	5
что уже	2	2
из них	2	3
что и	3	5
как в	2	2
как и	2	10
т д	19	15
