3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part7_wordlist_3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part2_wordlist_3gram
в русской сказке	5	5
после того как	2	2
мы имеем в	5	4
о том что	2	5
но все же	4	2
мы здесь имеем	3	2
дело не в	2	3
мы видим что	5	3
в этих случаях	8	10
уже знаем что	2	2
в том что	5	4
во всех этих	2	6
не только в	4	5
в русских сказках	2	2
в тридесятое царство	3	3
но и в	2	2
и в сказке	2	6
с другой стороны	2	8
мы уже знаем	3	3
с одной стороны	3	4
и т д	18	16
мы увидим что	3	2
всех этих случаях	2	6
точно так же	6	2
не может быть	2	3
случай мы имеем	2	3
так же как	4	4
до сих пор	6	2
