2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part7_wordlist_2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part2_wordlist_2gram
мы имеем	15	12
связи с	8	3
и ее	2	2
из этих	3	3
эти случаи	4	7
никогда не	15	4
что это	6	6
не совсем	3	2
так же	13	6
в нем	7	6
его в	10	3
к нему	5	7
так и	5	5
об этом	11	6
что она	5	5
это не	2	10
в лесу	15	2
после того	3	4
в свете	2	3
прежде всего	5	2
но это	4	3
в одной	4	2
в состоянии	3	4
и в	15	24
одна из	2	7
но не	2	6
в русской	5	5
в силу	2	2
вместе с	7	7
этих случаях	10	16
в качестве	3	3
она не	5	2
а потом	4	2
перед нами	2	2
и т	19	17
становится ясным	2	2
для нас	4	6
должен был	3	2
здесь не	2	2
он стал	2	2
и так	2	2
другой стороны	2	8
все это	3	8
при этом	4	4
происходит в	2	3
знаем что	12	3
здесь герой	4	6
у него	4	10
связь с	4	2
герой в	3	2
более поздние	2	2
и другие	4	9
с этим	5	2
что герой	5	12
уже в	2	3
много но	2	2
он дает	2	3
сказка сохранила	2	2
что мы	3	3
того что	3	6
того как	4	3
указать что	3	2
не все	2	3
здесь имеем	3	2
ее за	2	3
что он	24	21
показывает что	4	8
если это	3	2
после этого	4	3
так что	6	3
что при	5	2
возвращается с	2	2
здесь можно	5	2
в иной	5	2
есть и	2	4
что они	10	3
то же	10	8
магической силы	2	3
хитрая наука	4	2
как бы	6	4
таких случаев	4	3
царство и	3	2
и герой	2	3
представляет собой	5	4
и говорит	2	4
сих пор	7	3
что в	12	13
оказывается что	2	2
к ней	2	2
за него	2	4
свою дочь	3	5
в этом	11	12
представления о	5	4
этого не	5	2
дочери и	2	2
видим что	5	3
в мифе	2	2
в обряде	7	3
нет необходимости	2	2
с одной	4	5
на острове	2	2
кроме того	2	3
не говорится	2	3
совершенно ясно	2	4
к сказке	2	2
когда она	3	2
он в	3	2
в их	3	4
чтобы узнать	2	2
этого мотива	5	5
еще не	9	8
видно что	6	5
здесь нет	2	3
т е	29	16
они не	4	2
так как	14	8
они должны	4	2
в тех	2	5
аф и	3	2
очень много	8	2
было бы	5	2
другими словами	4	2
и др	4	2
этого обряда	2	2
таким образом	7	7
а в	12	10
вступление в	2	2
ее в	2	3
его на	2	2
до сих	6	2
но по	3	2
худ неи	2	2
на то	3	3
имеется в	2	2
вопрос о	4	3
а именно	3	6
на вопрос	2	4
представляют собой	3	5
все эти	4	2
например в	2	3
показывают что	2	6
в других	3	4
три года	4	2
не столько	2	3
точно так	6	2
как это	3	2
во всех	2	7
между прочим	3	3
не в	7	9
но есть	2	3
имеем в	5	5
но все	5	4
что эти	4	2
в русских	3	2
мы видим	8	10
возможно что	2	3
и не	11	4
всех этих	3	6
или он	3	3
может быть	17	14
ни в	2	2
на него	5	2
и наконец	5	3
уже знаем	3	3
мы знаем	11	2
мы можем	8	4
к себе	2	3
мы рассмотрим	2	3
о том	3	9
так в	3	4
при помощи	2	3
по существу	2	4
в связи	5	2
стоит в	3	2
в тридесятое	3	4
мы должны	4	4
что у	2	4
тридесятое царство	4	4
сказке она	3	2
что здесь	4	7
только в	6	6
не просто	2	2
но и	14	11
и когда	2	2
мы здесь	6	2
дело не	4	5
из них	2	2
как он	3	6
у нее	4	2
представление о	2	3
в этих	11	13
выше мы	3	3
что и	6	8
как в	5	12
должно было	3	2
то что	12	7
как и	2	6
увидим что	3	2
мы видели	2	7
мы увидим	8	6
потому что	9	9
в другой	4	3
т д	18	16
право на	3	5
в которой	2	2
отец и	2	2
этот случай	4	9
в особенности	2	2
один из	8	7
в мифах	4	3
и это	3	2
в каких	3	2
что этот	3	2
и здесь	9	12
и его	3	3
в сказках	8	4
когда он	3	3
он не	8	6
не может	5	14
русской сказке	6	5
и она	3	3
и если	2	3
когда герой	2	4
не только	18	21
том что	7	10
мы уже	6	4
видит в	2	2
одной из	4	4
несколько случаев	2	2
во время	2	6
не видят	4	2
попадает в	5	2
не знал	2	2
тем что	4	6
а не	5	8
же как	5	4
раньше чем	3	3
мы не	3	4
должны были	8	3
то это	6	5
дает ему	2	2
и на	4	2
случай мы	3	4
в основном	2	2
можно найти	5	2
в котором	5	2
эта связь	3	3
этот мотив	4	3
или в	2	8
предположить что	3	3
ничего не	7	5
иной мир	4	2
но они	4	3
одной стороны	3	5
превращается в	2	3
в том	6	7
русских сказках	2	2
иное царство	4	2
но в	6	5
в таких	2	2
здесь мы	3	5
в сказке	21	36
и что	6	10
долганский фольклор	3	2
на его	2	2
с другой	2	9
но он	4	2
власть над	4	2
тот кто	2	5
то не	2	4
и по	2	3
сказать что	2	2
все же	9	9
его не	2	2
только после	4	2
