3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part2_wordlist_3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part7_wordlist_3gram
в русской сказке	5	5
после того как	2	2
мы имеем в	4	5
о том что	5	2
но все же	2	4
мы здесь имеем	2	3
дело не в	3	2
мы видим что	3	5
в этих случаях	10	8
уже знаем что	2	2
в том что	4	5
во всех этих	6	2
не только в	5	4
в русских сказках	2	2
в тридесятое царство	3	3
но и в	2	2
и в сказке	6	2
с другой стороны	8	2
мы уже знаем	3	3
с одной стороны	4	3
и т д	16	18
мы увидим что	2	3
всех этих случаях	6	2
точно так же	2	6
не может быть	3	2
случай мы имеем	3	2
так же как	4	4
до сих пор	2	6
