3gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part3_wordlist_3gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part8_wordlist_3gram
той же книге	3	3
с начала и	3	4
для того чтобы	2	3
о том что	2	2
в романе рабле	14	15
хвалы и брани	4	4
хвала и брань	3	2
или меньшей степени	3	2
в эпоху рабле	5	6
в большей или	3	2
в его романе	4	2
в четвертой книге	3	4
как и в	4	2
как мы видели	2	2
большей или меньшей	3	3
народной смеховой культуры	3	6
и до конца	4	5
как мы уже	2	5
и в романе	2	2
но в то	2	4
мы уже говорили	7	3
начала и до	3	4
в то же	10	6
в своем романе	2	2
рабле и его	3	4
в той же	3	4
в данном случае	2	2
можно сказать что	2	2
том числе и	2	2
в связи с	3	4
не может быть	2	2
то же время	10	6
до сих пор	8	4
в том числе	3	3
